Query,Time-In-MilliSeconds
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '179'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '179') limit 1, 0.29
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '176'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '176') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '181'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '181') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '178'), 0.3
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '178') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '182'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '182') limit 1, 0.51
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '177'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '177') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11'), 0.32
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5') limit 1, 0.24
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115') limit 1, 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147') limit 1, 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144') limit 1, 0.29
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148') limit 1, 0.37
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '171'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '171') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '167'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '167') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '174'), 0.69
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '174') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '170'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '170') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '175'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '175') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '169'), 0.29
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '169') limit 1, 0.29
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '168'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '168') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '172'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '172') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '161'), 0.29
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '161') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '157'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '157') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '163'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '163') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '160'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '160') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '164'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '164') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '159'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '159') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136') limit 1, 0.3
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132'), 0.29
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118') limit 1, 0.29
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150'), 0.29
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150') limit 1, 0.28
select `id` from `users`, 0.24
select * from `cache` where `key` in ('laravel_cache_menu_user_1'), 0.29
delete from `cache` where `key` in ('laravel_cache_menu_user_1', 'laravel_cache_illuminate:cache:flexible:created:menu_user_1'), 0.28
