Query,Time-In-MilliSeconds
select `id` from `route_names` where (`name` = 'user.store') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'user.update'), 0.25
select `id` from `route_names` where (`name` = 'user.update') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'verify.otp'), 0.24
select `id` from `route_names` where (`name` = 'verify.otp') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.activate'), 0.25
select `id` from `route_names` where (`name` = 'warehouse.activate') limit 1, 0.28
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.create'), 0.33
select `id` from `route_names` where (`name` = 'warehouse.create') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.csv'), 0.23
select `id` from `route_names` where (`name` = 'warehouse.csv') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.de_activate'), 0.24
select `id` from `route_names` where (`name` = 'warehouse.de_activate') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.destroy'), 0.25
select `id` from `route_names` where (`name` = 'warehouse.destroy') limit 1, 0.27
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.edit'), 0.25
select `id` from `route_names` where (`name` = 'warehouse.edit') limit 1, 0.25
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.index'), 0.27
select `id` from `route_names` where (`name` = 'warehouse.index') limit 1, 0.25
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.show'), 0.24
select `id` from `route_names` where (`name` = 'warehouse.show') limit 1, 0.23
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.store'), 0.25
select `id` from `route_names` where (`name` = 'warehouse.store') limit 1, 0.24
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.update'), 0.24
select `id` from `route_names` where (`name` = 'warehouse.update') limit 1, 0.25
select * from `roles` where `roles`.`id` = '1' limit 1, 0.96
select `id` from `role_route_names` where `role_id` = '1', 0.3
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '103'), 0.95
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, generation_expression as `expression`, extra as `extra` from information_schema.columns where table_schema = schema() and table_name = 'role_route_names' order by ordinal_position asc, 0.97
select * from `cache` where `key` in ('laravel_cache_table-info-role_route_names'), 0.25
SHOW COLUMNS FROM role_route_names, 1.42
insert into `cache` (`expiration`, `key`, `value`) values ('2081154531', 'laravel_cache_table-info-role_route_names', 'a:1:{s:7:"columns";a:7:{s:2:"id";a:6:{s:5:"Field";s:2:"id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"PRI";s:7:"Default";N;s:5:"Extra";s:14:"auto_increment";}s:7:"role_id";a:6:{s:5:"Field";s:7:"role_id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"MUL";s:7:"Default";N;s:5:"Extra";s:0:"";}s:13:"route_name_id";a:6:{s:5:"Field";s:13:"route_name_id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"MUL";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"created_at";a:6:{s:5:"Field";s:10:"created_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"updated_at";a:6:{s:5:"Field";s:10:"updated_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"created_by";a:6:{s:5:"Field";s:10:"created_by";s:4:"Type";s:10:"bigint(20)";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"updated_by";a:6:{s:5:"Field";s:10:"updated_by";s:4:"Type";s:10:"bigint(20)";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}}}') on duplicate key update `expiration` = values(`expiration`), `key` = values(`key`), `value` = values(`value`), 0.28
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '103', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.22
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '100'), 0.3
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '100', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.24
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.22
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '105'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '105', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.21
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '102'), 0.31
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '102', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.23
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '106'), 0.28
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '106', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '101'), 0.28
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '101', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.88
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.96
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '12'), 1.21
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '12') limit 1, 1.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10'), 0.51
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10') limit 1, 0.46
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11'), 1.01
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11') limit 1, 0.5
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6'), 0.58
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6') limit 1, 0.48
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3') limit 1, 3.81
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8'), 0.32
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4'), 0.29
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4') limit 1, 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7'), 0.24
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7') limit 1, 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91'), 0.23
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91') limit 1, 0.2
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97'), 0.24
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61'), 0.3
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115'), 0.22
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115') limit 1, 0.2
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112'), 0.21
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112') limit 1, 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116'), 0.21
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116') limit 1, 0.2
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111'), 0.2
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145') limit 1, 0.29
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148') limit 1, 0.24
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143'), 0.25
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143') limit 1, 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '171'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '171', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.32
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '167'), 0.29
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '167', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.28
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.24
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '174'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '174', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '170'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '170', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '175'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '175', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.24
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '169'), 0.31
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '169', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.23
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.21
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '168'), 0.25
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '168', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '172'), 0.32
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '172', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.35
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '161'), 0.29
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '161', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.36
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '157'), 0.28
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '157', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.24
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.25
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '163'), 0.25
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '163', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.27
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.23
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '160'), 0.26
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '160', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.26
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.22
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '164'), 0.29
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '164', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 1.31
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '159'), 0.27
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '159', '1', '2025-12-15 10:28:51', '2025-12-15 10:28:51'), 0.25
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 2.56
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134'), 0.3
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133') limit 1, 0.28
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125') limit 1, 0.27
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126'), 0.27
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121'), 0.26
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121') limit 1, 0.26
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150'), 0.28
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150') limit 1, 0.27
select `id` from `users`, 0.21
select * from `cache` where `key` in ('laravel_cache_menu_user_1'), 0.23
delete from `cache` where `key` in ('laravel_cache_menu_user_1', 'laravel_cache_illuminate:cache:flexible:created:menu_user_1'), 0.3
