Query,Time-In-MilliSeconds
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.edit', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 0.89
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.4
select count(*) as aggregate from `route_names` where (`name` = 'source.index'), 0.39
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.index', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.1
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.4
select count(*) as aggregate from `route_names` where (`name` = 'source.show'), 0.4
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.show', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.18
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.4
select count(*) as aggregate from `route_names` where (`name` = 'source.store'), 0.39
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.store', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.1
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.4
select count(*) as aggregate from `route_names` where (`name` = 'source.update'), 0.36
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.update', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.15
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.39
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.activate'), 0.47
select `id` from `route_names` where (`name` = 'staff-type.activate') limit 1, 0.46
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.ajax_get'), 0.85
select `id` from `route_names` where (`name` = 'staff-type.ajax_get') limit 1, 0.52
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.create'), 0.4
select `id` from `route_names` where (`name` = 'staff-type.create') limit 1, 0.36
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.de_activate'), 0.37
select `id` from `route_names` where (`name` = 'staff-type.de_activate') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.destroy'), 0.36
select `id` from `route_names` where (`name` = 'staff-type.destroy') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.edit'), 0.35
select `id` from `route_names` where (`name` = 'staff-type.edit') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.index'), 0.35
select `id` from `route_names` where (`name` = 'staff-type.index') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.show'), 0.35
select `id` from `route_names` where (`name` = 'staff-type.show') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.store'), 0.34
select `id` from `route_names` where (`name` = 'staff-type.store') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'staff-type.update'), 0.34
select `id` from `route_names` where (`name` = 'staff-type.update') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'state.create'), 0.34
select `id` from `route_names` where (`name` = 'state.create') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'state.destroy'), 0.34
select `id` from `route_names` where (`name` = 'state.destroy') limit 1, 0.39
select count(*) as aggregate from `route_names` where (`name` = 'state.edit'), 0.38
select `id` from `route_names` where (`name` = 'state.edit') limit 1, 0.38
select count(*) as aggregate from `route_names` where (`name` = 'state.index'), 0.42
select `id` from `route_names` where (`name` = 'state.index') limit 1, 0.39
select count(*) as aggregate from `route_names` where (`name` = 'state.show'), 0.37
select `id` from `route_names` where (`name` = 'state.show') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'state.store'), 0.34
select `id` from `route_names` where (`name` = 'state.store') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'state.update'), 0.34
select `id` from `route_names` where (`name` = 'state.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'storage.local'), 0.34
select `id` from `route_names` where (`name` = 'storage.local') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.activate'), 0.34
select `id` from `route_names` where (`name` = 'user.activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.change.password'), 0.53
select `id` from `route_names` where (`name` = 'user.change.password') limit 1, 0.77
select count(*) as aggregate from `route_names` where (`name` = 'user.create'), 0.51
select `id` from `route_names` where (`name` = 'user.create') limit 1, 0.36
select count(*) as aggregate from `route_names` where (`name` = 'user.de_activate'), 0.35
select `id` from `route_names` where (`name` = 'user.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.destroy'), 0.34
select `id` from `route_names` where (`name` = 'user.destroy') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.edit'), 0.36
select `id` from `route_names` where (`name` = 'user.edit') limit 1, 0.48
select count(*) as aggregate from `route_names` where (`name` = 'user.index'), 0.36
select `id` from `route_names` where (`name` = 'user.index') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'user.my.profile'), 0.34
select `id` from `route_names` where (`name` = 'user.my.profile') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.store'), 0.34
select `id` from `route_names` where (`name` = 'user.store') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'user.update'), 0.34
select `id` from `route_names` where (`name` = 'user.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'verify.otp'), 0.34
select `id` from `route_names` where (`name` = 'verify.otp') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.activate'), 0.34
select `id` from `route_names` where (`name` = 'warehouse.activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.create'), 0.33
select `id` from `route_names` where (`name` = 'warehouse.create') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.csv'), 0.34
select `id` from `route_names` where (`name` = 'warehouse.csv') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.de_activate'), 0.33
select `id` from `route_names` where (`name` = 'warehouse.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.destroy'), 0.33
select `id` from `route_names` where (`name` = 'warehouse.destroy') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.edit'), 0.35
select `id` from `route_names` where (`name` = 'warehouse.edit') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.index'), 0.34
select `id` from `route_names` where (`name` = 'warehouse.index') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.show'), 0.33
select `id` from `route_names` where (`name` = 'warehouse.show') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.store'), 0.34
select `id` from `route_names` where (`name` = 'warehouse.store') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'warehouse.update'), 0.34
select `id` from `route_names` where (`name` = 'warehouse.update') limit 1, 0.33
select * from `roles` where `roles`.`id` = '1' limit 1, 0.69
select `id` from `role_route_names` where `role_id` = '1', 0.61
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '103'), 3.05
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '103') limit 1, 0.45
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '100'), 0.43
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '100') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '105'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '105') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '102'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '102') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '106'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '106') limit 1, 0.5
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '101'), 0.42
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '101') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '12'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '12') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '179'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '179') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '176'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '176') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '181'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '181') limit 1, 0.63
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '178'), 0.65
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '178') limit 1, 0.43
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '182'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '182') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '177'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '177') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '188'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '188') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '184'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '184') limit 1, 0.56
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '191'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '191') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '187'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '187') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '192'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '192') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '186'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '186') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '185'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '185') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '189'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '189') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10'), 0.54
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '10') limit 1, 0.6
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11'), 0.85
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '11') limit 1, 0.55
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6'), 0.56
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '6') limit 1, 0.56
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3'), 0.49
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '3') limit 1, 0.48
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8'), 0.66
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '8') limit 1, 0.71
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5'), 0.47
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '5') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '9') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '4') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '7') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '70') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '95') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '91') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '97') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '94') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '98') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '93') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65'), 0.44
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '65') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61'), 0.42
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '61') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '67') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '64') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '68') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '63') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '113') limit 1, 0.7
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108'), 0.44
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '108') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '115') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '112') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '116') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '111') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '145') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '140') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '147') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '144') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '148') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '143') limit 1, 0.42
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '171'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '171') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '167'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '167') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '174'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '174') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '170'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '170') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '175'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '175') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '169'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '169') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '168'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '168') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '172'), 0.66
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '172') limit 1, 1.06
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '201'), 0.57
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '201') limit 1, 0.48
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '197'), 0.47
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '197') limit 1, 0.44
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '204'), 0.45
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '204') limit 1, 0.52
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '200'), 0.44
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '200') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '205'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '205') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '199'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '199') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '198'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '198') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '202'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '202') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '161'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '161') limit 1, 0.49
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '157'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '157') limit 1, 0.39
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '163'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '163') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '160'), 0.4
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '160') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '164'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '164') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '159'), 0.39
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '159') limit 1, 0.38
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '214'), 0.38
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, generation_expression as `expression`, extra as `extra` from information_schema.columns where table_schema = schema() and table_name = 'role_route_names' order by ordinal_position asc, 8.02
select * from `cache` where `key` in ('laravel_cache_table-info-role_route_names'), 0.49
SHOW COLUMNS FROM role_route_names, 32.55
insert into `cache` (`expiration`, `key`, `value`) values ('2086429751', 'laravel_cache_table-info-role_route_names', 'a:1:{s:7:"columns";a:7:{s:2:"id";a:6:{s:5:"Field";s:2:"id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"PRI";s:7:"Default";N;s:5:"Extra";s:14:"auto_increment";}s:7:"role_id";a:6:{s:5:"Field";s:7:"role_id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"MUL";s:7:"Default";N;s:5:"Extra";s:0:"";}s:13:"route_name_id";a:6:{s:5:"Field";s:13:"route_name_id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"MUL";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"created_at";a:6:{s:5:"Field";s:10:"created_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"updated_at";a:6:{s:5:"Field";s:10:"updated_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"created_by";a:6:{s:5:"Field";s:10:"created_by";s:4:"Type";s:10:"bigint(20)";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"updated_by";a:6:{s:5:"Field";s:10:"updated_by";s:4:"Type";s:10:"bigint(20)";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}}}') on duplicate key update `expiration` = values(`expiration`), `key` = values(`key`), `value` = values(`value`), 1.62
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '214', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.55
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.42
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '210'), 0.46
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '210', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.15
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '216'), 0.67
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '216', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.81
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.48
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '213'), 0.6
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '213', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.28
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.42
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '217'), 0.48
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '217', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.37
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.48
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '212'), 0.54
insert into `role_route_names` (`role_id`, `route_name_id`, `created_by`, `updated_at`, `created_at`) values ('1', '212', '1', '2026-02-14 11:49:11', '2026-02-14 11:49:11'), 1.31
select * from `cache` where `key` in ('laravel_cache_Role-Route-Name'), 0.55
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134'), 0.86
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '134') limit 1, 0.65
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129'), 0.46
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '129') limit 1, 0.41
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136'), 0.42
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '136') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133'), 0.42
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '133') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '137') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '132') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123'), 0.74
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '123') limit 1, 0.57
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118'), 0.44
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '118') limit 1, 0.4
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125'), 0.41
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '125') limit 1, 0.44
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122'), 0.49
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '122') limit 1, 0.45
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126'), 0.49
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '126') limit 1, 0.59
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121'), 0.46
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '121') limit 1, 0.44
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150'), 0.48
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '150') limit 1, 0.58
select count(*) as aggregate from `role_route_names` where (`role_id` = '1' and `route_name_id` = '193'), 0.61
select `id` from `role_route_names` where (`role_id` = '1' and `route_name_id` = '193') limit 1, 0.58
select `id` from `users`, 4.03
