Query,Time-In-MilliSeconds
select count(*) as aggregate from `route_names` where (`name` = 'department.de_activate'), 0.34
select `id` from `route_names` where (`name` = 'department.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.destroy'), 0.34
select `id` from `route_names` where (`name` = 'department.destroy') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.edit'), 0.34
select `id` from `route_names` where (`name` = 'department.edit') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.index'), 0.34
select `id` from `route_names` where (`name` = 'department.index') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.show'), 0.36
select `id` from `route_names` where (`name` = 'department.show') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.store'), 0.34
select `id` from `route_names` where (`name` = 'department.store') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'department.update'), 0.35
select `id` from `route_names` where (`name` = 'department.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.activate'), 0.34
select `id` from `route_names` where (`name` = 'designation.activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.create'), 0.33
select `id` from `route_names` where (`name` = 'designation.create') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.de_activate'), 0.33
select `id` from `route_names` where (`name` = 'designation.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.destroy'), 0.71
select `id` from `route_names` where (`name` = 'designation.destroy') limit 1, 0.36
select count(*) as aggregate from `route_names` where (`name` = 'designation.edit'), 0.35
select `id` from `route_names` where (`name` = 'designation.edit') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.index'), 0.34
select `id` from `route_names` where (`name` = 'designation.index') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.show'), 0.33
select `id` from `route_names` where (`name` = 'designation.show') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'designation.store'), 0.62
select `id` from `route_names` where (`name` = 'designation.store') limit 1, 0.68
select count(*) as aggregate from `route_names` where (`name` = 'designation.update'), 0.97
select `id` from `route_names` where (`name` = 'designation.update') limit 1, 0.61
select count(*) as aggregate from `route_names` where (`name` = 'developer.laravel_routes_index'), 0.57
select `id` from `route_names` where (`name` = 'developer.laravel_routes_index') limit 1, 0.53
select count(*) as aggregate from `route_names` where (`name` = 'developer.sql_log'), 0.5
select `id` from `route_names` where (`name` = 'developer.sql_log') limit 1, 0.57
select count(*) as aggregate from `route_names` where (`name` = 'employee.activate'), 0.6
select `id` from `route_names` where (`name` = 'employee.activate') limit 1, 0.55
select count(*) as aggregate from `route_names` where (`name` = 'employee.create'), 0.6
select `id` from `route_names` where (`name` = 'employee.create') limit 1, 0.67
select count(*) as aggregate from `route_names` where (`name` = 'employee.de_activate'), 1.02
select `id` from `route_names` where (`name` = 'employee.de_activate') limit 1, 0.58
select count(*) as aggregate from `route_names` where (`name` = 'employee.destroy'), 0.68
select `id` from `route_names` where (`name` = 'employee.destroy') limit 1, 0.59
select count(*) as aggregate from `route_names` where (`name` = 'employee.edit'), 0.61
select `id` from `route_names` where (`name` = 'employee.edit') limit 1, 0.42
select count(*) as aggregate from `route_names` where (`name` = 'employee.index'), 0.4
select `id` from `route_names` where (`name` = 'employee.index') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'employee.show'), 0.36
select `id` from `route_names` where (`name` = 'employee.show') limit 1, 0.45
select count(*) as aggregate from `route_names` where (`name` = 'employee.store'), 0.35
select `id` from `route_names` where (`name` = 'employee.store') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'employee.update'), 0.34
select `id` from `route_names` where (`name` = 'employee.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'home'), 0.33
select `id` from `route_names` where (`name` = 'home') limit 1, 1.42
select count(*) as aggregate from `route_names` where (`name` = 'item.activate'), 0.61
select `id` from `route_names` where (`name` = 'item.activate') limit 1, 0.41
select count(*) as aggregate from `route_names` where (`name` = 'item.ajax_get'), 0.36
select `id` from `route_names` where (`name` = 'item.ajax_get') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'item.create'), 0.34
select `id` from `route_names` where (`name` = 'item.create') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.csv'), 0.33
select `id` from `route_names` where (`name` = 'item.csv') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.de_activate'), 0.42
select `id` from `route_names` where (`name` = 'item.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'item.destroy'), 0.33
select `id` from `route_names` where (`name` = 'item.destroy') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.edit'), 0.33
select `id` from `route_names` where (`name` = 'item.edit') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.index'), 0.34
select `id` from `route_names` where (`name` = 'item.index') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.show'), 0.34
select `id` from `route_names` where (`name` = 'item.show') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'item.stock.detail'), 0.36
select `id` from `route_names` where (`name` = 'item.stock.detail') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'item.store'), 0.34
select `id` from `route_names` where (`name` = 'item.store') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'item.update'), 0.33
select `id` from `route_names` where (`name` = 'item.update') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'login'), 0.33
select `id` from `route_names` where (`name` = 'login') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'logout'), 0.41
select `id` from `route_names` where (`name` = 'logout') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'logs.email'), 0.35
select `id` from `route_names` where (`name` = 'logs.email') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'party.activate'), 0.34
select `id` from `route_names` where (`name` = 'party.activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'party.ajax_get'), 0.34
select `id` from `route_names` where (`name` = 'party.ajax_get') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'party.create'), 0.34
select `id` from `route_names` where (`name` = 'party.create') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'party.de_activate'), 0.33
select `id` from `route_names` where (`name` = 'party.de_activate') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'party.destroy'), 0.83
select `id` from `route_names` where (`name` = 'party.destroy') limit 1, 0.42
select count(*) as aggregate from `route_names` where (`name` = 'party.edit'), 0.37
select `id` from `route_names` where (`name` = 'party.edit') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'party.index'), 0.36
select `id` from `route_names` where (`name` = 'party.index') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'party.show'), 0.37
select `id` from `route_names` where (`name` = 'party.show') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'party.store'), 0.35
select `id` from `route_names` where (`name` = 'party.store') limit 1, 0.36
select count(*) as aggregate from `route_names` where (`name` = 'party.update'), 0.33
select `id` from `route_names` where (`name` = 'party.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'password.confirm'), 0.34
select `id` from `route_names` where (`name` = 'password.confirm') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'password.email'), 0.34
select `id` from `route_names` where (`name` = 'password.email') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'password.email'), 0.34
select `id` from `route_names` where (`name` = 'password.email') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'password.request'), 0.47
select `id` from `route_names` where (`name` = 'password.request') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'password.request'), 0.33
select `id` from `route_names` where (`name` = 'password.request') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'password.reset'), 0.34
select `id` from `route_names` where (`name` = 'password.reset') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'password.update'), 0.33
select `id` from `route_names` where (`name` = 'password.update') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'permissions.ajax_delete'), 2.97
select `id` from `route_names` where (`name` = 'permissions.ajax_delete') limit 1, 0.73
select count(*) as aggregate from `route_names` where (`name` = 'permissions.ajax_get_permissions'), 0.55
select `id` from `route_names` where (`name` = 'permissions.ajax_get_permissions') limit 1, 0.5
select count(*) as aggregate from `route_names` where (`name` = 'permissions.ajax_request_access'), 0.62
select `id` from `route_names` where (`name` = 'permissions.ajax_request_access') limit 1, 2
select count(*) as aggregate from `route_names` where (`name` = 'permissions.assign'), 0.68
select `id` from `route_names` where (`name` = 'permissions.assign') limit 1, 0.55
select count(*) as aggregate from `route_names` where (`name` = 'permissions.assign_to_many'), 0.53
select `id` from `route_names` where (`name` = 'permissions.assign_to_many') limit 1, 0.51
select count(*) as aggregate from `route_names` where (`name` = 'permissions.index'), 0.53
select `id` from `route_names` where (`name` = 'permissions.index') limit 1, 0.48
select count(*) as aggregate from `route_names` where (`name` = 'product.activate'), 0.47
select `id` from `route_names` where (`name` = 'product.activate') limit 1, 0.37
select count(*) as aggregate from `route_names` where (`name` = 'product.ajax_get'), 0.37
select `id` from `route_names` where (`name` = 'product.ajax_get') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'product.create'), 0.36
select `id` from `route_names` where (`name` = 'product.create') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'product.csv'), 0.38
select `id` from `route_names` where (`name` = 'product.csv') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'product.de_activate'), 0.34
select `id` from `route_names` where (`name` = 'product.de_activate') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'product.destroy'), 0.34
select `id` from `route_names` where (`name` = 'product.destroy') limit 1, 0.69
select count(*) as aggregate from `route_names` where (`name` = 'product.edit'), 0.38
select `id` from `route_names` where (`name` = 'product.edit') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'product.index'), 0.33
select `id` from `route_names` where (`name` = 'product.index') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'product.show'), 0.33
select `id` from `route_names` where (`name` = 'product.show') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'product.store'), 0.34
select `id` from `route_names` where (`name` = 'product.store') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'product.update'), 0.33
select `id` from `route_names` where (`name` = 'product.update') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.ajax_get_items'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.ajax_get_items') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.create'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.create') limit 1, 0.37
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.csv'), 0.79
select `id` from `route_names` where (`name` = 'proforma-invoice.csv') limit 1, 0.38
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.destroy'), 0.36
select `id` from `route_names` where (`name` = 'proforma-invoice.destroy') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.edit'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.edit') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.index'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.index') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.pdf'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.pdf') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.print'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.print') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.show'), 0.34
select `id` from `route_names` where (`name` = 'proforma-invoice.show') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.store'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.store') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'proforma-invoice.update'), 0.33
select `id` from `route_names` where (`name` = 'proforma-invoice.update') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'public.'), 0.33
select `id` from `route_names` where (`name` = 'public.') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'public.'), 0.37
select `id` from `route_names` where (`name` = 'public.') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.ajax_get_items'), 0.33
select `id` from `route_names` where (`name` = 'purchase-bill.ajax_get_items') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.create'), 0.33
select `id` from `route_names` where (`name` = 'purchase-bill.create') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.csv'), 0.32
select `id` from `route_names` where (`name` = 'purchase-bill.csv') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.destroy'), 0.42
select `id` from `route_names` where (`name` = 'purchase-bill.destroy') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.edit'), 0.35
select `id` from `route_names` where (`name` = 'purchase-bill.edit') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.index'), 0.34
select `id` from `route_names` where (`name` = 'purchase-bill.index') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.pdf'), 0.33
select `id` from `route_names` where (`name` = 'purchase-bill.pdf') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.show'), 0.34
select `id` from `route_names` where (`name` = 'purchase-bill.show') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.store'), 0.33
select `id` from `route_names` where (`name` = 'purchase-bill.store') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'purchase-bill.update'), 0.36
select `id` from `route_names` where (`name` = 'purchase-bill.update') limit 1, 0.41
select count(*) as aggregate from `route_names` where (`name` = 'register'), 0.89
select `id` from `route_names` where (`name` = 'register') limit 1, 0.57
select count(*) as aggregate from `route_names` where (`name` = 'reports.inventory'), 0.39
select `id` from `route_names` where (`name` = 'reports.inventory') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'reports.itemStock'), 0.33
select `id` from `route_names` where (`name` = 'reports.itemStock') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'reports.joborder'), 0.33
select `id` from `route_names` where (`name` = 'reports.joborder') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'reports.joborderreceive'), 0.33
select `id` from `route_names` where (`name` = 'reports.joborderreceive') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'reports.ledger'), 0.34
select `id` from `route_names` where (`name` = 'reports.ledger') limit 1, 0.32
select count(*) as aggregate from `route_names` where (`name` = 'reports.party_products'), 0.33
select `id` from `route_names` where (`name` = 'reports.party_products') limit 1, 0.33
select count(*) as aggregate from `route_names` where (`name` = 'reports.stock_movement'), 0.34
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, generation_expression as `expression`, extra as `extra` from information_schema.columns where table_schema = schema() and table_name = 'route_names' order by ordinal_position asc, 19.9
select * from `cache` where `key` in ('laravel_cache_table-info-route_names'), 0.51
SHOW COLUMNS FROM route_names, 36.27
insert into `cache` (`expiration`, `key`, `value`) values ('2086429750', 'laravel_cache_table-info-route_names', 'a:1:{s:7:"columns";a:4:{s:2:"id";a:6:{s:5:"Field";s:2:"id";s:4:"Type";s:19:"bigint(20) unsigned";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"PRI";s:7:"Default";N;s:5:"Extra";s:14:"auto_increment";}s:4:"name";a:6:{s:5:"Field";s:4:"name";s:4:"Type";s:12:"varchar(255)";s:4:"Null";s:2:"NO";s:3:"Key";s:3:"UNI";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"created_at";a:6:{s:5:"Field";s:10:"created_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}s:10:"updated_at";a:6:{s:5:"Field";s:10:"updated_at";s:4:"Type";s:9:"timestamp";s:4:"Null";s:3:"YES";s:3:"Key";s:0:"";s:7:"Default";N;s:5:"Extra";s:0:"";}}}') on duplicate key update `expiration` = values(`expiration`), `key` = values(`key`), `value` = values(`value`), 2
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('reports.stock_movement', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.25
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.42
select count(*) as aggregate from `route_names` where (`name` = 'role.activate'), 0.51
select `id` from `route_names` where (`name` = 'role.activate') limit 1, 0.38
select count(*) as aggregate from `route_names` where (`name` = 'role.create'), 0.37
select `id` from `route_names` where (`name` = 'role.create') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'role.de_activate'), 0.45
select `id` from `route_names` where (`name` = 'role.de_activate') limit 1, 0.49
select count(*) as aggregate from `route_names` where (`name` = 'role.destroy'), 0.64
select `id` from `route_names` where (`name` = 'role.destroy') limit 1, 0.37
select count(*) as aggregate from `route_names` where (`name` = 'role.edit'), 0.36
select `id` from `route_names` where (`name` = 'role.edit') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'role.index'), 0.35
select `id` from `route_names` where (`name` = 'role.index') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'role.show'), 0.35
select `id` from `route_names` where (`name` = 'role.show') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'role.store'), 0.35
select `id` from `route_names` where (`name` = 'role.store') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'role.update'), 0.35
select `id` from `route_names` where (`name` = 'role.update') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.ajax_get_items'), 0.34
select `id` from `route_names` where (`name` = 'sale-bill.ajax_get_items') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.create'), 0.34
select `id` from `route_names` where (`name` = 'sale-bill.create') limit 1, 0.39
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.csv'), 0.61
select `id` from `route_names` where (`name` = 'sale-bill.csv') limit 1, 0.38
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.destroy'), 0.36
select `id` from `route_names` where (`name` = 'sale-bill.destroy') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.edit'), 0.35
select `id` from `route_names` where (`name` = 'sale-bill.edit') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.index'), 0.34
select `id` from `route_names` where (`name` = 'sale-bill.index') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.pdf'), 0.34
select `id` from `route_names` where (`name` = 'sale-bill.pdf') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.print'), 0.34
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('sale-bill.print', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.2
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.42
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.show'), 0.37
select `id` from `route_names` where (`name` = 'sale-bill.show') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.store'), 0.35
select `id` from `route_names` where (`name` = 'sale-bill.store') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'sale-bill.update'), 0.37
select `id` from `route_names` where (`name` = 'sale-bill.update') limit 1, 0.35
select count(*) as aggregate from `route_names` where (`name` = 'sanctum.csrf-cookie'), 0.35
select `id` from `route_names` where (`name` = 'sanctum.csrf-cookie') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'settings.general'), 0.35
select `id` from `route_names` where (`name` = 'settings.general') limit 1, 0.34
select count(*) as aggregate from `route_names` where (`name` = 'source.activate'), 0.49
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.activate', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.17
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.42
select count(*) as aggregate from `route_names` where (`name` = 'source.ajax_get'), 0.37
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.ajax_get', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.1
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.39
select count(*) as aggregate from `route_names` where (`name` = 'source.create'), 0.4
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.create', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.1
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.57
select count(*) as aggregate from `route_names` where (`name` = 'source.de_activate'), 0.58
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.de_activate', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 3.52
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.44
select count(*) as aggregate from `route_names` where (`name` = 'source.destroy'), 0.4
insert into `route_names` (`name`, `updated_at`, `created_at`) values ('source.destroy', '2026-02-14 11:49:10', '2026-02-14 11:49:10'), 1.11
select * from `cache` where `key` in ('laravel_cache_Route-Name'), 0.4
select count(*) as aggregate from `route_names` where (`name` = 'source.edit'), 0.4
